Loyalty_Number,Customer_Name,Loyalty_Tier,Loyalty_Discount
1004614,"kneeland, pamela",Bronz,5%
1004618,"beedle, kassandra",bronze,5%
1004621,"balma, fulton",Bronze,5%
1004622,"gush, brendon",Bronze,5%
1004623,"favelle, baldwin",Bronz,5%
1004625,"weymont, sabra",Bronze,5%
1004626,"hawtrey, robbie",Bronze,5%
1004628,"ochiltree, dorothy",Bronz,5%
1004630,"brahmer, jennine",Bronz,5%
1004631,"pentelow, simonette",Bronze,5%
1004632,"siemantel, trish",Bronz,5%
1004640,"macdougal, romain",Bronze,5%
1004644,"dondon, douglas",Bronze,5%
1004645,"mclaverty, magdaia",Bronze,5%
1004648,"dorkins, kiley",Bronze,5%
1004651,"diviny, shauna",Bronze,5%
1004654,"wathan, darius",Bronze,5%
1004655,"paff, jerrine",Bronze,5%
1004657,"bernhard, jeannine",Bronze,5%
1004659,"musson, zebadiah",Bronze,5%
1004662,"vasyutichev, antonie",Bronze,5%
1004663,"hawken, hebert",Bronze,5%
1004664,"youles, eveline",Bronze,5%
1004665,"arkley, jeanette",Bronze,5%
1004667,"cowsby, cathi",bronze,5%
1004670,"weatherley, sarajane",bronze,5%
1004671,"heiton, rebeka",bronze,5%
1004672,"glawsop, ronda",Bronz,5%
1004674,"castelin, delly",Bronze,5%
1004676,"pellamont, angeline",Bronz,5%
1004677,"glacken, andee",Bronze,5%
1004679,"burghill, suzie",Bronze,5%
1004680,"surplice, christin",Bronze,5%
1004682,"joreau, nonna",Bronze,5%
1004683,"curwen, lexis",Bronz,5%
1004685,"penddreth, carolyn",Bronze,5%
1004696,"mawtus, ebony",Bronze,5%
1004698,"jirka, collette",Bronz,5%
1004699,"keelan, berna",bronze,5%
1004700,"hansbury, lorena",Bronz,5%
1004703,"bettanay, lindon",Bronze,5%
1004705,"dwelling, lian",Bronze,5%
1004707,"basden, merry",Bronze,5%
1004713,"baxill, teodorico",Bronze,5%
1004714,"songist, greta",Bronze,5%
1004715,"deval, gabey",bronze,5%
1004716,"brimble, dona",Bronz,5%
1004719,"presdie, sheelah",Bronze,5%
1004720,"duthy, julita",Bronze,5%
1004721,"duggary, stephen",Bronze,5%
1004723,"tofano, gretal",Bronze,5%
1004724,"olorenshaw, winonah",Bronz,5%
1004725,"garlette, abba",Bronze,5%
1004726,"dorman, eada",Bronz,5%
1004729,"waith, charlena",Bronze,5%
1004730,"saffon, aeriell",bronze,5%
1004731,"kloisner, tracee",Bronze,5%
1004732,"mackibbon, maggie",Bronz,5%
1004734,"blackborow, raina",Bronze,5%
1004735,"spore, zuzana",Bronze,5%
1004736,"de filippo, maurise",Bronze,5%
1004737,"wabersich, gram",Bronze,5%
1004738,"chidgey, aurel",Bronze,5%
1004740,"bettis, clyde",Bronze,5%
1004741,"woloschinski, sarine",bronze,5%
1004743,"found, karlee",Bronze,5%
1004749,"hullins, alexandre",Bronze,5%
1004752,"been, dorette",bronze,5%
1004753,"marcone, carleen",Bronz,5%
1004754,"bohills, joseito",Bronze,5%
1004757,"widdowson, valeria",Bronze,5%
1004759,"sloane, allie",Bronze,5%
1004760,"maypowder, fritz",Bronz,5%
1004761,"wellesley, brendin",Bronz,5%
1004762,"danaher, carrie",Bronze,5%
1004763,"henrionot, siouxie",Bronze,5%
1004765,"tabbernor, christiano",Bronz,5%
1004770,"petruk, vally",Bronze,5%
1004772,"gorwood, regan",Bronz,5%
1004773,"valek, fabian",Bronz,5%
1004777,"van bruggen, mathe",Bronze,5%
1004782,"cheine, jone",Bronze,5%
1004786,"gawthorp, jaymee",Bronze,5%
1004788,"edlyn, jacinta",Bronze,5%
1004789,"patesel, lissi",Bronze,5%
1004792,"binks, walsh",Bronz,5%
1004795,"kivlehan, liana",Bronz,5%
1004797,"rimes, ruperto",Bronze,5%
1004798,"caseley, andre",Bronze,5%
1004801,"rivenzon, marijn",Bronze,5%
1004802,"hawksby, wood",Bronze,5%
1004803,"hush, germain",Bronz,5%
1004804,"seakin, selene",Bronze,5%
1004806,"dauby, solly",Bronze,5%
1004807,"beckford, trina",Bronze,5%
1004809,"scrowston, joyann",Bronze,5%
1004811,"di giacomo, tim",Bronz,5%
1004813,"scholar, ulises",Bronze,5%
1004817,"pedrick, diandra",Bronz,5%
1004818,"heaselgrave, paule",Bronz,5%
1004825,"bradburne, rosabelle",Bronze,5%
1004826,"waite, gracie",Bronze,5%
1004827,"kramer, blaire",Bronz,5%
1004829,"fulford, augy",Bronze,5%
1004831,"sattin, bucky",Bronze,5%
1004834,"derx, craig",Bronz,5%
1004835,"begbie, delainey",Bronz,5%
1004838,"benedit, charin",Bronz,5%
1004845,"doggett, roanna",Bronz,5%
1004847,"ferrarello, eula",Bronz,5%
1004848,"abbay, vaughn",Bronze,5%
1004849,"fishpond, donnell",Bronz,5%
1004850,"iacopini, saba",Bronze,5%
1004851,"stukings, laetitia",Bronze,5%
1004852,"bow, sabrina",bronze,5%
1004853,"garlant, chadwick",Bronz,5%
1004856,"pring, june",Bronze,5%
1004857,"earl, marie-ann",Bronze,5%
1004858,"trahmel, colin",Bronz,5%
1004861,"mirando, mattias",Bronze,5%
1004863,"daunay, daisy",Bronze,5%
1004864,"balshen, minna",Bronze,5%
1004867,"o'henecan, cecily",bronze,5%
1004870,"gherardesci, aldridge",Bronze,5%
1004871,"wardlow, zara",Bronze,5%
1004872,"morrieson, melvin",Bronz,5%
1004874,"piperley, fredericka",Bronze,5%
1004875,"dows, lotta",Bronze,5%
1004876,"nudde, jan",Bronze,5%
1004878,"pinnijar, ailee",Bronze,5%
1004880,"fayter, shadow",bronze,5%
1004881,"thornton-dewhirst, ebenezer",Bronze,5%
1004882,"durrant, rahal",Bronze,5%
1004885,"halliwell, claiborne",Bronze,5%
1004886,"hurlin, clemmy",Bronze,5%
1004888,"giovanizio, germain",Bronze,5%
1004890,"roskeilly, eileen",Bronz,5%
1004891,"pinke, waldon",Bronze,5%
1004893,"morden, kelcy",Bronze,5%
1004895,"l' anglois, mandy",Bronz,5%
1004896,"lightowlers, hodge",bronze,5%
1004897,"le friec, allyn",Bronze,5%
1004898,"nowakowska, agretha",bronze,5%
1004899,"kingswood, deeanne",Bronz,5%
1004900,"de la salle, danika",Bronze,5%
1004904,"probate, ric",Bronze,5%
1004908,"strasse, rivi",Bronz,5%
1004914,"eldritt, waverly",Bronz,5%
1004917,"lyall, lucas",Bronze,5%
1004918,"baradel, rivalee",Bronze,5%
1004919,"elie, mendel",Bronze,5%
1004923,"mistry, luca",Bronz,5%
1004928,"cristoforo, tarrah",Bronze,5%
1004932,"rawstorne, jana",Bronz,5%
1004934,"busby, bab",Bronz,5%
1004935,"kobpa, margarete",Bronze,5%
1004938,"paulat, corissa",bronze,5%
1004939,"gittus, cass",bronze,5%
1004941,"wortman, brendon",Bronze,5%
1004942,"lindro, fonzie",Bronze,5%
1004944,"puffett, dory",Bronz,5%
1004946,"anthonsen, bryana",Bronze,5%
1004947,"di boldi, brooks",Bronze,5%
1004950,"wycliffe, cordula",Bronze,5%
1004951,"pawelek, levy",Bronz,5%
1004952,"domegan, eloisa",Bronz,5%
1004953,"cuming, brynna",Bronze,5%
1004955,"gossart, archaimbaud",Bronz,5%
1004962,"boag, crystie",Bronze,5%
1004968,"drysdall, raeann",bronze,5%
1004969,"mottini, bren",Bronz,5%
1004970,"ethelston, shani",Bronze,5%
1004972,"ravel, thadeus",Bronze,5%
1004976,"beddo, douglass",Bronze,5%
1004979,"romanin, amery",Bronze,5%
1004981,"stawell, even",Bronze,5%
1004986,"tubb, othilie",Bronze,5%
1004987,"rivers, simonne",Bronze,5%
1004988,"giorgetti, karlotta",Bronz,5%
1004989,"armit, catina",Bronze,5%
1004991,"impy, barty",Bronze,5%
1004993,"gye, herbie",bronze,5%
1004994,"widdison, townsend",Bronze,5%
1004996,"thorius, mikel",bronze,5%
1005000,"mattei, rosalind",Bronze,5%
1005001,"redler, berny",Bronze,5%
1005004,"pyner, rod",Bronze,5%
1005006,"gozard, dehlia",Bronze,5%
1005007,"larrett, clare",bronze,5%
1005008,"panons, tobiah",Bronze,5%
1005015,"rollinson, brandy",Bronz,5%
1005017,"myall, fleurette",Bronze,5%
1005020,"chuck, imojean",Bronze,5%
1005023,"jelliman, henrieta",Bronze,5%
1005024,"de antoni, paxon",Bronze,5%
1005026,"barizeret, enoch",Bronze,5%
1005027,"dunmuir, piotr",Bronze,5%
1005029,"ortes, lonny",bronze,5%
1005033,"balharrie, ira",Bronze,5%
1005036,"scini, anastasia",Bronz,5%
1005037,"valintine, karalynn",Bronze,5%
1005039,"hamblyn, isak",bronze,5%
1005045,"barajas, natty",Bronz,5%
1005047,"symper, domeniga",Bronz,5%
1005049,"cleminshaw, mortimer",Bronze,5%
1005055,"gibbetts, thornie",Bronze,5%
1005059,"murrum, rubia",Bronze,5%
1005062,"kermannes, kean",Bronze,5%
1005063,"coxhead, gavra",Bronze,5%
1005064,"lutzmann, aimil",Bronze,5%
1005066,"dunnet, kimmie",Bronz,5%
1005068,"smieton, shelli",Bronze,5%
1005070,"buller, rois",bronze,5%
1005073,"brislawn, hallsy",Bronze,5%
1005074,"frantzeni, teriann",Bronz,5%
1005075,"bradly, cale",Bronze,5%
1005076,"wanell, ivie",Bronze,5%
1005080,"meates, otto",Bronze,5%
1005083,"dominichetti, cord",Bronze,5%
1005088,"hast, cate",Bronz,5%
1005091,"petrakov, imogen",bronze,5%
1005092,"beatey, hulda",Bronze,5%
1005093,"poli, ashlee",Bronze,5%
1005094,"meran, taylor",Bronz,5%
1005095,"acland, perl",Bronze,5%
1005096,"roisen, dede",Bronze,5%
1005098,"pawsey, cher",Bronze,5%
1005100,"klausen, kalie",bronze,5%
1005101,"ricciardello, clint",Bronz,5%
1005104,"o'ruane, shell",bronze,5%
1005105,"dawks, jacinta",Bronze,5%
1005106,"whittock, cross",Bronze,5%
1005108,"haggie, ezequiel",Bronze,5%
1005110,"horrell, karyn",Bronze,5%
1005112,"playford, theadora",Bronze,5%
1005117,"allsepp, xena",Bronze,5%
1005121,"bernetti, caryl",Bronze,5%
1005122,"o'cannavan, lemmy",Bronz,5%
1005124,"van hesteren, desdemona",Bronz,5%
1005125,"beaten, celine",Bronze,5%
1005127,"tromans, berte",Bronze,5%
1005129,"baugham, willey",Bronze,5%
1005132,"budgey, valle",Bronze,5%
1005135,"laurentin, gregory",Bronz,5%
1005139,"endley, dagmar",Bronze,5%
1005142,"glusby, davidde",Bronze,5%
1005143,"clewlowe, dalton",Bronze,5%
1005144,"mckea, herrick",Bronz,5%
1005146,"bearsmore, sabrina",Bronze,5%
1005148,"maber, colman",Bronze,5%
1005150,"manston, lucius",Bronze,5%
1005151,"robatham, albina",Bronze,5%
1005152,"andree, lynna",bronze,5%
1005154,"goodrich, madonna",Bronz,5%
1005156,"oppy, calypso",Bronz,5%
1005158,"tiery, gaile",Bronz,5%
1005159,"tomaello, haslett",Bronze,5%
1005160,"rase, kylynn",Bronze,5%
1005161,"lemm, iolande",Bronze,5%
1005163,"peyro, kennith",bronze,5%
1005164,"winslade, ashbey",Bronz,5%
1005165,"portwain, ian",Bronze,5%
1005166,"manhood, emelita",Bronze,5%
1005173,"turbitt, gar",Bronze,5%
1005174,"dadge, cassie",bronze,5%
1005180,"tuffrey, lindsey",Bronz,5%
1005181,"franceschino, vick",bronze,5%
1005182,"anthona, torie",Bronz,5%
1005183,"lewinton, cassaundra",Bronze,5%
1005186,"kaye, reynard",Bronze,5%
1005187,"niezen, agathe",bronze,5%
1005189,"aizikowitz, stewart",Bronze,5%
1005190,"manicomb, mignonne",Bronze,5%
1005194,"mcnelis, noreen",Bronze,5%
1005195,"mullaly, hermine",Bronze,5%
1005196,"stave, gustave",Bronze,5%
1005198,"mcterry, odie",Bronze,5%
1005201,"grundwater, marcus",Bronze,5%
1005204,"piercy, jennifer",Bronze,5%
1005205,"pabst, con",Bronz,5%
1005207,"ballchin, johnnie",Bronze,5%
1005208,"bulbeck, evan",Bronze,5%
1005211,"heathcott, dana",Bronze,5%
1005212,"moffet, avie",Bronz,5%
1005213,"hasloch, rosamund",Bronze,5%
1005214,"sentance, farr",Bronze,5%
1005215,"brearton, base",Bronze,5%
1005217,"loughney, mada",Bronze,5%
1005218,"barnewell, randee",Bronze,5%
1005220,"sturte, maurits",Bronze,5%
1005221,"mccome, ambrosi",Bronze,5%
1005222,"penrose, janos",Bronze,5%
1005224,"pothergill, corinna",Bronze,5%
1005227,"shepeard, loralyn",Bronz,5%
1005228,"tolhurst, loy",Bronze,5%
1005233,"roylance, jeniece",Bronze,5%
1005236,"rawcliffe, lewie",Bronz,5%
1005238,"ceci, clotilda",Bronze,5%
1005242,"lampel, banky",Bronze,5%
1005243,"navaro, jozef",Bronz,5%
1005244,"fisher, camilla",Bronze,5%
1005245,"squibbs, laurens",Bronz,5%
1005247,"dilland, jeff",Bronze,5%
1005248,"rignoldes, channa",bronze,5%
1005249,"grover, jan",Bronze,5%
1005250,"halfacree, birk",Bronze,5%
1005251,"hindenburg, giselle",Bronze,5%
1005253,"sykes, eamon",Bronze,5%
1005255,"line, ashley",bronze,5%
1005257,"forrestall, dacey",Bronze,5%
1005258,"summerill, simonette",Bronze,5%
1005259,"linbohm, ingrid",Bronze,5%
1005260,"sandyford, brena",Bronz,5%
1005261,"schiell, gae",Bronze,5%
1005263,"fenner, donalt",Bronz,5%
1005264,"thackray, hatty",bronze,5%
1005265,"clarkson, berri",Bronz,5%
1005267,"oventon, mabelle",Bronze,5%
1005269,"rumming, renate",Bronz,5%
1005270,"cousans, dyann",Bronze,5%
1005273,"shambrook, isobel",Bronze,5%
1005276,"ducker, ulrica",Bronz,5%
1005277,"lacheze, nedda",bronze,5%
1005278,"roebuck, rosamond",Bronz,5%
1005283,"linnett, alvin",Bronz,5%
1005284,"farington, tamar",Bronze,5%
1005286,"rowbottom, martelle",Bronze,5%
1005288,"belt, eal",Bronze,5%
1005289,"ciccerale, analiese",Bronze,5%
1005290,"joicey, stella",Bronz,5%
1005291,"dutnall, carmon",Bronz,5%
1005293,"tomes, kary",Bronze,5%
1005298,"deacon, phyllys",Bronze,5%
1005301,"bennis, margaret",Bronze,5%
1005303,"domange, margaret",Bronze,5%
1005308,"randleson, erhart",Bronze,5%
1005309,"collin, jorey",Bronze,5%
1005310,"restill, gabbie",Bronze,5%
1005311,"christophle, zak",Bronz,5%
1005313,"davisson, pavel",Bronz,5%
1005315,"fleay, zachariah",Bronze,5%
1005317,"letherbury, redford",Bronze,5%
1005320,"pelcheur, pate",Bronz,5%
1005321,"moorcroft, jerrilee",Bronze,5%
1005323,"winfrey, wilfred",Bronze,5%
1005324,"lafferty, lazare",Bronze,5%
1005325,"ascough, ingar",bronze,5%
1005326,"matisse, hoebart",Bronz,5%
1005328,"haisell, dulciana",Bronze,5%
1005332,"kop, vanny",Bronze,5%
1005333,"ernshaw, fern",Bronze,5%
1005337,"spoors, hedwiga",Bronz,5%
1005338,"sargent, ardath",Bronze,5%
1005344,"windrus, gerrie",bronze,5%
1005345,"querree, flint",Bronze,5%
1005348,"cadigan, brina",Bronze,5%
1005349,"blazeby, constantina",Bronz,5%
1005357,"quinane, rutherford",bronze,5%
1005360,"fergusson, karney",Bronze,5%
1005363,"carus, roselle",Bronze,5%
1005365,"tuvey, drucie",Bronz,5%
1005369,"elsmor, colan",Bronze,5%
1005370,"bohling, jessica",Bronze,5%
1005371,"reisk, doroteya",Bronze,5%
1005376,"zincke, barron",Bronze,5%
1005380,"merlin, em",bronze,5%
1005381,"rosenwald, pru",bronze,5%
1005389,"asbrey, abigale",Bronze,5%
1005390,"hoff, shaylynn",Bronze,5%
1005391,"thoresbie, tamiko",bronze,5%
1005392,"fassmann, allie",Bronze,5%
1005396,"redmain, karney",Bronze,5%
1005397,"duckwith, delia",Bronz,5%
1005401,"coulthard, edithe",bronze,5%
1005403,"gummary, arnie",Bronz,5%
1005404,"prantoni, samuel",Bronze,5%
1005406,"priddle, myer",Bronze,5%
1005408,"trunkfield, callida",bronze,5%
1005411,"marder, hilliary",Bronze,5%
1005415,"dutt, rudd",Bronze,5%
1005417,"kittle, chelsy",bronze,5%
1005418,"mcvittie, timofei",Bronze,5%
1005419,"van hesteren, rudiger",Bronze,5%
1005421,"dunsford, loy",Bronze,5%
1005422,"palmar, karylin",Bronze,5%
1005424,"ivanuschka, dimitry",Bronze,5%
1005426,"pechard, alla",Bronze,5%
1005429,"mcdyer, jordana",Bronz,5%
1005431,"del castello, marni",Bronze,5%
1005433,"bottell, layla",Bronze,5%
1005434,"codron, leta",Bronze,5%
1005438,"keyhoe, rosalia",Bronz,5%
1005439,"price, kata",Bronze,5%
1005443,"pimme, bettina",Bronze,5%
1005445,"haller, rafi",Bronze,5%
1005451,"iacovino, merrilee",Bronze,5%
1005452,"beining, doti",Bronz,5%
1005455,"sinderland, nonnah",bronze,5%
1005456,"sibthorp, salim",Bronz,5%
1005457,"kleinhaut, shayna",Bronz,5%
1005460,"spinelli, riccardo",Bronze,5%
1005463,"buxcey, lynn",Bronze,5%
1005464,"allinson, cy",bronze,5%
1005466,"jacks, shanda",Bronze,5%
1005468,"de biasio, felix",Bronz,5%
1005470,"joselevitz, candie",Bronze,5%
1005472,"cootes, leeann",Bronze,5%
1005475,"shegog, carr",Bronze,5%
1005480,"habbin, gal",bronze,5%
1005485,"jaqueminet, paddy",Bronz,5%
1005486,"bockmann, reg",bronze,5%
1005488,"ca, ashlie",Bronze,5%
1005492,"gorton, jobyna",Bronze,5%
1005496,"millin, mackenzie",Bronz,5%
1005497,"lygo, felicity",Bronz,5%
1005498,"garbott, wilmette",Bronze,5%
1005499,"mcruvie, saidee",Bronze,5%
1005502,"cust, cecilius",Bronz,5%
1005505,"welband, nataline",bronze,5%
1005508,"mcgeffen, lonnie",Bronze,5%
1005510,"rusbridge, reggie",Bronze,5%
1005511,"wardhough, jeromy",Bronze,5%
1005514,"sundin, sybil",Bronze,5%
1005515,"bartomeu, calvin",Bronze,5%
1005518,"padmore, alvin",bronze,5%
1005519,"leisman, madeleine",Bronz,5%
1005520,"kittle, grissel",Bronz,5%
1005524,"mitcham, trixi",Bronze,5%
1005529,"galpin, mercedes",bronze,5%
1005533,"colcomb, jazmin",Bronz,5%
1005534,"shann, claribel",Bronz,5%
1005535,"newling, kyla",Bronz,5%
1005537,"flobert, opaline",Bronze,5%
1005540,"blackstone, shaw",Bronze,5%
1005541,"maggs, harry",bronze,5%
1005543,"somner, johannah",Bronze,5%
1005544,"firbank, whitaker",Bronze,5%
1005545,"eagleton, geri",Bronz,5%
1005550,"van leijs, law",Bronze,5%
1005551,"myall, claribel",bronze,5%
1005554,"lillywhite, justis",Bronze,5%
1005559,"ferrero, zachery",bronze,5%
1005560,"horbart, lori",Bronze,5%
1005562,"kennsley, berty",Bronze,5%
1005563,"cucinotta, rufe",Bronz,5%
1005565,"rawlcliffe, catherine",Bronze,5%
1005567,"copland, revkah",Bronze,5%
1005569,"gallihawk, oralia",Bronz,5%
1005570,"frowen, lynn",Bronze,5%
1005571,"leeves, marya",Bronze,5%
1005573,"duxbarry, pren",Bronze,5%
1005576,"tschursch, malanie",Bronze,5%
1005578,"broune, bertina",Bronz,5%
1005579,"podd, sebastian",bronze,5%
1005580,"mincini, tammi",bronze,5%
1005581,"filipowicz, laughton",Bronze,5%
1005583,"villiers, demetris",Bronze,5%
1005584,"gouldie, goddard",Bronze,5%
1005586,"knight, cecilio",Bronze,5%
1005587,"enterle, sigvard",Bronze,5%
1005588,"kenen, madel",Bronze,5%
1005589,"rhucroft, hakeem",Bronze,5%
1005590,"gammie, giulio",Bronze,5%
1005591,"gillham, jeanna",Bronze,5%
1005592,"locarno, cinnamon",Bronze,5%
1005593,"valentinetti, ula",Bronze,5%
1005594,"brayshay, giffy",Bronze,5%
1005596,"furney, amelie",bronze,5%
1005597,"ratazzi, langston",Bronze,5%
1005598,"minney, maris",bronze,5%
1005599,"jeeks, aigneis",bronze,5%
1005602,"zappel, etti",Bronze,5%
1005603,"lomis, emilie",Bronz,5%
1005605,"geertz, steward",Bronze,5%
1005606,"waryk, bride",Bronze,5%
1005609,"cardillo, amalee",Bronze,5%
1005611,"erni, micheil",Bronz,5%
1005616,"littledike, nancie",Bronze,5%
1005621,"jobbins, nevil",Bronz,5%
1005625,"marushak, theadora",Bronze,5%
1005626,"avrashin, hollie",Bronze,5%
1005629,"pawlaczyk, averyl",Bronze,5%
1005632,"earl, saunder",Bronze,5%
1005633,"revan, renard",Bronze,5%
1005635,"sunderland, sissy",Bronze,5%
1005640,"beyn, antonia",Bronze,5%
1005641,"szachniewicz, lonni",Bronz,5%
1005642,"hessay, hurleigh",Bronz,5%
1005643,"glasser, trumaine",Bronze,5%
1005644,"westberg, christina",Bronze,5%
1005645,"cleyburn, nataline",Bronze,5%
1005646,"mcgeffen, elliott",Bronze,5%
1005648,"dunthorne, wenona",Bronze,5%
1005649,"davydoch, paxon",Bronze,5%
1005662,"cracoe, rina",Bronze,5%
1005665,"harrowing, donall",Bronze,5%
1005666,"berriman, jamima",Bronze,5%
1005670,"mclemon, lind",Bronze,5%
1005672,"farquharson, hedi",Bronz,5%
1005673,"tippetts, agnese",Bronz,5%
1005677,"monson, emili",Bronze,5%
1005678,"bromet, kimmi",bronze,5%
1005679,"chiverton, evyn",Bronze,5%
1005681,"risdale, natividad",Bronze,5%
1005683,"raoult, fredric",Bronze,5%
1005686,"tirrey, shae",Bronze,5%
1005687,"januszewski, ramsey",Bronz,5%
1005688,"dunlop, pascal",Bronze,5%
1005689,"flett, garrik",Bronz,5%
1005693,"roblou, everett",Bronze,5%
1005694,"hallsworth, nadiya",Bronz,5%
1005695,"samples, deanne",Bronze,5%
1005699,"chestney, broddie",Bronze,5%
1005701,"troop, rosaline",Bronze,5%
1005703,"paige, judd",Bronze,5%
1005704,"warwicker, oralee",Bronze,5%
1005710,"waldock, iorgos",Bronz,5%
1005713,"aindriu, cindra",Bronze,5%
1005714,"matfin, mac",Bronze,5%
1005717,"marriott, rebekkah",Bronze,5%
1005719,"muge, evangelin",Bronze,5%
1005720,"mcfater, sinclare",bronze,5%
1005721,"rollason, sigvard",Bronze,5%
1005722,"greenland, merry",Bronz,5%
1005723,"kynton, ryann",Bronz,5%
1005725,"detoile, willdon",Bronze,5%
1005727,"charteris, matthias",bronze,5%
1005728,"jeannard, alli",Bronze,5%
1005732,"umbers, reed",Bronz,5%
1005735,"pervew, freeland",Bronze,5%
1005739,"mcphaden, kirsteni",Bronze,5%
1005740,"chishull, ogdan",Bronze,5%
1005741,"leechman, robyn",Bronze,5%
1005742,"arson, paquito",Bronze,5%
1005744,"tiptaft, godiva",Bronz,5%
1005745,"baudrey, joni",Bronze,5%
1005747,"stotherfield, pebrook",Bronze,5%
1005749,"wanne, catlee",Bronze,5%
1005750,"gerson, alec",Bronze,5%
1005751,"heynel, ingrid",Bronze,5%
1005754,"gorick, ami",Bronze,5%
1005755,"cloney, shel",Bronze,5%
1005757,"philcott, hubert",Bronze,5%
1005758,"loveless, janot",Bronze,5%
1005760,"adamides, bruce",Bronz,5%
1005765,"harvatt, obadias",Bronze,5%
1005766,"tanton, taber",Bronze,5%
1005767,"brumbye, rinaldo",Bronze,5%
1005768,"tremellan, ethelbert",Bronze,5%
1005769,"johantges, fawne",Bronze,5%
1005771,"chiplen, korella",Bronze,5%
1005776,"northcliffe, charmain",Bronz,5%
1005778,"assad, vince",Bronze,5%
1005779,"mcruvie, pauli",Bronze,5%
1005786,"o'loughlin, morley",Bronze,5%
1005787,"martinetto, dolph",bronze,5%
1005793,"darell, corene",Bronze,5%
1005794,"danielut, antons",Bronz,5%
1005795,"midner, teddie",bronze,5%
1005797,"websdale, valenka",Bronze,5%
1005799,"argabrite, pattin",Bronze,5%
1005800,"ison, dena",Bronz,5%
1005801,"de angelo, gretchen",Bronze,5%
1005802,"brannan, bride",Bronze,5%
1005804,"howells, allister",bronze,5%
1005806,"milburne, pooh",Bronze,5%
1005808,"greenleaf, davide",Bronz,5%
1005809,"burdfield, torrie",Bronze,5%
1005813,"speeks, abagael",Bronz,5%
1005814,"burhouse, bessy",Bronze,5%
1005815,"landrick, stanly",Bronze,5%
1005819,"sigg, cheryl",Bronze,5%
1005822,"gronw, netty",Bronze,5%
1005823,"jelphs, rice",Bronze,5%
1005825,"affleck, libbey",Bronze,5%
1005828,"fiske, orren",Bronze,5%
1005829,"hazelgrove, madonna",Bronz,5%
1005833,"friday, carlin",Bronze,5%
1005834,"vercruysse, jared",Bronz,5%
1005835,"dorrance, rafaela",bronze,5%
1005838,"gwynn, danyelle",Bronze,5%
1005840,"randell, aleda",Bronz,5%
1005847,"bernucci, ulrick",Bronze,5%
1005855,"curedale, findlay",Bronze,5%
1005856,"marchello, ina",Bronz,5%
1005857,"doog, waldemar",Bronz,5%
1005859,"kibel, morgana",Bronze,5%
1005861,"davydkov, tito",bronze,5%
1005862,"eveling, hymie",bronze,5%
1005863,"maxsted, nixie",Bronze,5%
1005864,"burns, yevette",Bronze,5%
1005867,"campe, calli",bronze,5%
1005874,"bolsover, tatum",Bronze,5%
1005877,"stack, veda",Bronze,5%
1005879,"edlyn, benedetta",Bronze,5%
1005881,"byer, gino",Bronze,5%
1005885,"cogin, sonya",Bronze,5%
1005889,"gheraldi, sharlene",Bronze,5%
1005890,"sweetzer, cleo",Bronze,5%
1005894,"doohey, darcee",bronze,5%
1005898,"lages, betteanne",bronze,5%
1005900,"philipsen, kelbee",Bronze,5%
1005902,"arthurs, oswald",Bronze,5%
1005903,"lutwyche, damian",Bronze,5%
1005915,"horning, hulda",Bronze,5%
1005916,"pach, nedda",Bronze,5%
1005917,"tasseler, louise",Bronze,5%
1005918,"tebbs, ermengarde",bronze,5%
1005920,"stanger, irita",Bronze,5%
1005921,"masser, veronika",Bronze,5%
1005922,"tenby, martita",Bronze,5%
1005925,"diffley, aloise",Bronze,5%
1005928,"aguilar, grover",Bronze,5%
1005930,"averies, patin",Bronz,5%
1005932,"cheale, ezmeralda",Bronze,5%
1005937,"toffano, hort",Bronze,5%
1005938,"brosnan, sheffie",Bronz,5%
1005939,"mardy, gretal",Bronze,5%
1005941,"mortel, paten",bronze,5%
1005942,"frankham, norby",bronze,5%
1005944,"sleeford, humfried",bronze,5%
1005946,"banton, dannie",Bronz,5%
1005947,"stanistreet, tyrus",Bronze,5%
1005948,"murr, enrika",Bronze,5%
1005950,"elliot, wain",Bronze,5%
1005951,"beeston, shani",Bronze,5%
1005956,"picknett, karel",Bronze,5%
1005959,"lochet, julie",Bronze,5%
1005961,"sebrook, chet",bronze,5%
1005963,"abrahamian, hewe",Bronze,5%
1005965,"gallymore, myrah",bronze,5%
1005966,"huchot, winston",Bronz,5%
1005967,"rodda, skipp",Bronze,5%
1005968,"somerfield, emelita",Bronz,5%
1005969,"revie, henka",Bronz,5%
1005970,"huggan, gris",Bronz,5%
1005972,"durnford, rinaldo",Bronze,5%
1005973,"feares, mariel",Bronze,5%
1005974,"gehrels, creigh",Bronze,5%
1005976,"maccaughey, sharia",Bronze,5%
1005978,"clayden, melania",Bronze,5%
1005979,"biles, candy",Bronze,5%
1005982,"besse, reggy",bronze,5%
1005983,"downes, jeffy",Bronze,5%
1005986,"blakeney, adena",Bronze,5%
1005988,"anthonies, rori",Bronze,5%
1005992,"yellep, kamila",Bronz,5%
1005995,"jacobbe, bertine",Bronze,5%
1005996,"bryenton, stavros",Bronze,5%
1005998,"spray, simeon",Bronze,5%
1006011,"ferroli, kerrie",Bronz,5%
1006012,"crippen, lucian",Bronze,5%
1006014,"toxell, franzen",Bronze,5%
1006015,"hedin, mickey",Bronze,5%
1006016,"beardall, boycie",Bronze,5%
1006017,"thickin, berni",Bronze,5%
1006020,"ebbett, marketa",Bronze,5%
